Middle_depth,Nostoc,Scytonema,Saccharomyces,Aspergillus,Epichloe,Nannochloropsis,Ichthyophthirius,Lumbricus,Biomphalaria,Culex,Drosophila,Phasianus,Sorex,Microtus,Monoraphidium,Hirsutella,Leptolyngbya,Armillaria,Lachnellula,Darwinula,Aphanomyces,Nemurella,Isoperla,Chamaesiphon,Oppiella,Myodes,Dolichospermum,Boeremia,Ilyonectria,Schizostauron,Chlamydomonas,Colletotrichum,Tubifex,Daphnia,Gallus,Sus,Ovis,Brettanomyces,Nemoura,Eurytemora,Mychonastes,Limnephilus,Synechococcus,Pseudanabaena,Oscillatoria,Melampsora,Puccinia,Suillus,Melolontha,Salmo,Bufo,Rana,Myotis,Homo,Capra,Acomys,Rattus,Pipistrellus,Coregonus,Barbus,Hyaloscypha,Leuctra,Cyanobium,Aphanizomenon,Calothrix,Hydrurus,Eimeria,Caenorhabditis,Ixodes,Anopheles,Acipenser,Botrytis,Coccomyxa,Coniophora,Megachile,Auxenochlorella,Notodromas,Parasteatoda,Parastagonospora,Nitella,Phytophthora,Aureobasidium,Dolichovespula,Perca,Equus,Arvicola,Mus,Gloeobacter,Asterionella,Microcoleus,Planktothrix,Piscicola,Varroa,Polydrusus,Parastrongyloides,Cyanistes,Cyprideis,Psylliodes,Discostella,Ulnaria,Acrobasis,Sphaerospermopsis,Tilletiopsis,Skeletonema,Talaromyces,Ustilago,Plasmodium,Cyprinus,Salvelinus,Meles,Bison,Bos,Diaporthe,Pseudogymnoascus,Operophtera,Brachyptera,Thermosynechococcus,Truncatella,Bibio,Rhizophagus,Medioppia,Anabaena,Debaryomyces,Metarhizium,Chironomus,Priapulus,Daldinia,Cordyceps,Geitlerinema,Paraphaeosphaeria,Sicus,Kovacikia,Alternaria,Rhagoletis,Bombus,Andrena,Peronospora,Morchella,Vulpes,Castor,Tuber,Hypoxylon,Cylindrospermum,Aphis,Xestia,Hydra,Thalassiosira,Neonectria,Pochonia,Cryptomonas,Acyrthosiphon,Talpa,Glyphotaelius,Esox,Gaeumannomyces,Balearica,Chroococcidiopsis,Spiniferodinium,Scherffelia,Fusarium,Anguilla,Erinaceus,Sciurus,Epinotia,Erithacus,Choricystis,Tenthredo,Diaphanosoma,Phosphuga,Heterocope,Hygrocybe,Mollisia,Sheathia,Eubosmina,Cosmia,Lutra,Cervus,Amphipyra,Anas,Mustela,Lymantria,Phaeoacremonium,Oryctolagus,Eptesicus,Ennomos,Carassius,Gavia,Philonthus,Trachydiscus,Didymosphenia,Monodopsis,Paxillus,Trichoderma,Myzus,Chara,Wolfiporia,Crinalium,Annulohypoxylon,Helobdella,Formica,Rangifer,Lagopus
750.5,0,0,0,0,0,0,0,343,19,0,0,0,0,0,0,0,0,226,0,149,0,0,0,0,0,989,0,0,0,0,0,0,0,10,0,127,0,0,0,56,0,0,0,0,0,0,0,0,0,121,56,216,0,0,0,0,0,64,154,92,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,121,0,0,755,21,123,0,0,0,0,0,0,0,109,85,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,11,0,0,21,43,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,27,33,0,0,0,0,0,53,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804.9,0,0,0,0,0,0,0,297,0,0,0,0,0,88,0,40,0,175,0,0,0,0,0,0,0,849,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,40,0,0,0,0,0,0,0,95,0,152,0,0,0,0,20,0,116,100,0,157,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845.6,69,0,0,0,0,0,0,365,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,1737,0,0,0,0,0,0,0,0,0,146,0,0,0,48,0,0,0,0,35,0,0,0,0,90,0,0,0,0,0,0,0,0,161,93,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,488,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,50,0,0,0,0,0,0,45,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865.6,0,0,0,0,0,0,21,302,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,1476,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,23,17,0,0,0,104,0,113,0,0,0,0,0,303,144,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,0,0,0,0,0,0,419,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,81,15,32,10,15,0,0,0,0,0,0,0,0,0,0,0
900.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1175,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,133,21,0,52,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,25,10,37,12,10,16,0,0,0,0
966.1,39,0,0,0,0,0,0,376,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,968,0,0,0,0,0,0,0,0,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,213,157,0,0,113,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043.8,0,0,0,0,0,0,0,459,0,0,0,0,0,0,0,40,0,0,0,0,0,0,78,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30,0,0
1100.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,98,0,0,0,0,0,0,88,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
1179.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1641,0,0,0,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283.8,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,66
