Middle_depth,Dryopteris,Larix,Ranunculus,Caltha,Urtica,Betula,Alnus,Rumex,Fragaria,Pyrus,Saxifraga,Lotus,Trifolium,Vicia,Acer,Oxalis,Hedera,Solanum,Triticum,Zea,Festuca,Carex,Corylus,Sanicula,Utricularia,Vaccinium,Agrostis,Anthoxanthum,Briza,Calamagrostis,Elymus,Phragmites,Polygonatum,Juglans,Valeriana,Astragalus,Fagus,Mentha,Aruncus,Potentilla,Chrysosplenium,Ulmus,Myriophyllum,Galium,Plantago,Zannichellia,Woodsia,Thelypteris,Ajuga,Molinia,Salix,Seseli,Pimpinella,Bellis,Centaurea,Eleocharis,Scirpus,Hepatica,Calystegia,Aconitum,Peucedanum,Lonicera,Thymus,Veratrum,Lamium,Leontodon,Solidago,Lysimachia,Braya,Doronicum,Succisa,Myosotis,Lycopus,Scorzoneroides,Thuja,Humulus,Morus,Quercus,Vitis,Rhamnus,Populus,Prunus,Lathyrus,Medicago,Linum,Daucus,Pastinaca,Veronica,Artemisia,Bromus,Panicum,Poa,Carpinus,Achillea,Calluna,Alopecurus,Phalaris,Glyceria,Laserpitium,Aegopodium,Angelica,Cirsium,Eriophorum,Hedysarum,Hibiscus,Dryas,Rorippa,Stachys,Hypericum,Sanguisorba,Lapsana,Polystichum,Abies,Cedrus,Pinus,Clematis,Cannabis,Malus,Geum,Laburnum,Phaseolus,Geranium,Convolvulus,Ceratophyllum,Sparganium,Lythrum,Potamogeton,Cichorium,Erica,Brachypodium,Deschampsia,Filipendula,Rubus,Menyanthes,Cystopteris,Gymnocarpium,Impatiens,Fraxinus,Origanum,Prunella,Hippuris,Trollius,Campanula,Anthriscus,Heracleum,Erigeron,Pedicularis,Empetrum,Rhinanthus,Thalictrum,Ammi,Primula,Arrhenatherum,Melampyrum,Crocus,Persicaria,Tilia,Carduus,Leucanthemum,Conopodium,Anthyllis,Bistorta,Cynoglossum,Clinopodium,Cynosurus,Phyteuma,Stuckenia,Vahlodea,Comarum,Betonica,Hedlundia,Equisetum,Picea,Spinacia,Silene,Cerastium,Rosa,Ribes,Lupinus,Euphorbia,Sambucus,Cynara,Cornus,Secale,Typha,Chamaedaphne,Crepis,Juncus,Pyrola,Ophioglossum,Epipactis,Melica,Nardus,Gentiana,Anemone,Crataegus,Sorbus,Athyrium,Polypodium,Selinum,Bidens,Euphrasia,Actaea,Melilotus,Hippophae,Taraxacum,Leymus,Petasites,Digitaria,Chelidonium,Cicerbita,Schoenus,Androsace,Trisetum,Anchusa,Phegopteris,Orthilia,Tussilago,Ficaria,Sagina,Chamaenerion,Micranthes,Helictochloa,Struthiopteris,Papaver,Pinguicula,Arum,Acorus,Avena,Stellaria,Phleum,Glechoma,Salvia,Agrimonia,Alchemilla,Danthonia,Polygonum,Carum,Monotropa,Sonchus,Cardamine,Arctostaphylos,Catabrosa,Myrica,Atriplex,Saponaria,Parnassia,Lemna,Hordeum,Lolium,Setaria,Agropyron,Epilobium,Callitriche,Viola,Senecio,Oxytropis,Scrophularia,Luzula,Ononis,Scabiosa,Anthemis,Elatine,Milium,Oreojuncus,Arenaria,Helianthus,Aegilops,Puccinellia,Triglochin,Pilosella,Chenopodium,Brassica,Raphanus,Sinapis,Pisum,Hyoscyamus,Lactuca,Aethusa,Echinochloa,Ligusticum,Tripleurospermum,Cota,Omalotheca,Arctium,Nymphaea,Asplenium,Paris,Hydrocharis,Trichophorum,Draba,Galeopsis,Dasiphora,Lilium,Pteridium,Malva,Hippocrepis,Tephroseris,Marchantia,Thlaspi,Phyllostachys,Levisticum,Gentianella,Arabis,Hieracium,Buglossoides,Fumaria,Minuartia,Anthericum,Silybum,Mercurialis,Ligularia,Nuphar,Najas,Hyssopus,Bupleurum,Cryptogramma,Selaginella,Juniperus,Hordelymus,Armeria,Viscum,Cochlearia,Euonymus,Convallaria,Arabidopsis,Cucurbita,Ipomoea,Ilex,Dioscorea,Allium,Scheuchzeria,Inula,Serratula,Scilla,Ligustrum,Lathraea,Linnaea,Cucumis,Cuscuta,Lithospermum,Consolida,Coptidium,Cassiope,Reseda,Telekia,Corydalis,Ricinus,Spiraea,Hydrocotyle,Adoxa,Cypripedium,Polygala,Chamorchis,Matteuccia,Arnica,Antennaria,Cladium,Daphne,Camelina,Scorzonera,Botrypus,Frangula,Saussurea,Fagopyrum,Sedum,Glycine,Cymbalaria,Ambrosia,Dactylis,Erodium,Echinops,Bartsia,Suaeda,Rhynchospora,Centaurium,Sibbaldia,Cistus,Helianthemum,Trigonella,Arctanthemum,Tanacetum,Montia,Koenigia,Spergularia,Moehringia,Atocion,Iberis,Rhodiola,Spergula,Eurybia,Eremogone,Viscaria,Glebionis,Mononeuria,Sabulina,Cherleria
229.0,467,0,14855,1139,1693,838,31920,261,18,11499,625,328,3971,395,8301,0,466,242,308,0,361,1656,35302,83,183,199,695,0,175,204,0,14182,266,3259,667,134,170536,0,316,0,0,33907,0,1194,366,0,0,223,266,0,9881,0,359,0,171,0,377,0,88,168,47,0,173,0,937,541,12,313,36,9,303,352,260,339,0,13709,0,3605,232,322,1922,5417,3467,0,527,240,94,0,437,115,335,248,5663,1598,0,0,306,0,80,2145,251,513,199,0,33,53,0,79,186,66,0,0,9736,36,0,0,0,1167,230,0,0,402,213,145,264,0,0,56,0,315,64,2393,1477,66,0,0,149,1464,209,0,65,78,135,0,19,0,86,0,251,17,23,42,0,58,0,609,47,120,1068,53,0,0,114,70,46,0,0,0,0,0,237,0,6479,0,46,15,271,52,0,133,2641,0,36,47,0,0,83,217,0,0,0,0,0,0,109,1080,253,387,177,0,80,28,0,0,830,0,0,1202,0,0,0,83,0,0,0,109,41,515,18,0,0,0,15,0,0,0,90,392,0,0,68,365,27,322,64,0,2783,26,0,367,0,0,0,15,0,21,42,56,221,604,104,0,54,117,174,36,14,0,33,95,74,110,0,0,0,0,0,0,0,0,0,58,0,0,13,16,0,27,0,0,0,0,0,0,0,0,0,0,0,22,0,42,0,0,0,20,0,0,12,57,13,13,23,10,15,10,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269.0,0,0,4146,1660,1286,1692,46747,82,0,649,1057,110,853,110,14377,94,2003,0,40,13,124,888,42449,70,132,170,0,44,0,143,193,1391,108,351,341,104,216737,621,293,279,90,104159,0,950,65,106,0,0,246,0,3868,65,0,0,48,0,64,0,35,0,0,504,88,25,906,142,0,110,0,0,112,0,79,0,0,13669,50,7101,26,738,2282,1907,0,18,0,0,0,168,234,0,0,94,5040,0,0,0,1093,66,0,2881,249,321,29,0,35,0,0,60,0,50,0,0,5211,0,205,0,118,333,0,0,0,527,0,0,163,0,515,0,0,332,0,1351,1638,0,0,0,147,22214,124,0,72,0,0,27,0,0,0,0,0,25,24,0,0,0,0,0,0,0,0,69,167,0,0,0,0,0,0,0,0,0,91,0,3295,0,0,0,81,36,11,0,0,0,0,0,0,0,137,0,0,0,21,0,0,0,294,554,0,0,78,0,0,0,0,0,0,0,0,1552,0,0,0,83,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,120,0,0,208,0,0,31,0,0,24,15,0,0,0,0,0,238,16,0,29,48,141,22,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,18,0,0,0,0,0,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300.5,438,65,4716,1206,1090,0,58646,184,15,797,0,0,1239,180,14212,167,0,355,101,0,191,1144,42913,199,0,252,0,63,38,0,0,0,155,383,0,58,209414,1449,353,0,109,104980,0,1674,93,0,0,124,225,2668,5892,90,292,13,0,43,93,0,73,173,72,604,0,0,989,212,0,167,15,0,195,0,103,93,0,24238,0,4874,0,1188,3896,2006,1524,0,0,0,0,0,102,0,0,148,4565,251,0,0,0,135,282,4570,318,0,66,0,57,0,0,352,71,40,0,0,7940,29,328,0,244,0,161,0,0,907,28,0,194,0,553,0,0,442,83,2047,2302,0,0,0,213,12136,259,0,106,106,136,57,0,24,0,0,0,0,30,0,0,19,0,52,45,158,992,90,342,0,90,0,0,0,0,13,0,54,0,1084,5534,0,43,0,116,50,20,56,2063,0,46,0,0,0,75,76,0,0,0,38,0,0,149,747,0,0,10,55,0,15,18,0,0,0,0,0,0,0,225,66,12,0,0,97,0,307,0,0,0,0,0,35,0,0,268,0,0,0,92,202,0,180,43,87,167,31,0,0,47,0,0,14,0,19,0,56,0,255,61,0,33,0,0,0,0,0,38,0,68,0,0,12,0,24,0,0,0,0,0,0,13,0,0,0,0,0,13,65,0,0,0,0,0,0,41,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,55,10,17,13,10,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350.5,1308,325,6605,922,1061,2042,50107,240,0,371,3491,418,3295,227,8234,370,416,114,0,0,407,1211,34529,180,129,899,740,0,0,537,558,1521,287,32,469,0,91955,659,1110,1112,128,30712,0,1013,0,57,0,0,0,787,6314,73,463,0,149,58,43,0,54,1737,70,682,591,0,1014,611,40,152,0,0,322,631,0,172,0,9965,0,1605,21,232,1182,1200,2318,0,57,192,0,354,318,80,317,234,669,862,31,0,0,0,0,1959,0,689,30,106,0,174,0,0,212,58,0,0,30581,119,901,0,94,416,147,0,0,3315,0,0,212,131,387,0,0,0,0,1356,3619,0,218,104,0,2287,1338,27,0,193,348,86,29,35,94,0,87,82,37,0,0,0,0,315,80,383,201,134,214,233,97,97,0,20,234,0,0,0,529,0,26620,0,47,0,344,423,0,111,2879,78,29,0,0,0,159,90,0,0,0,0,0,0,0,543,0,302,77,0,0,0,32,0,0,22,0,4889,0,0,868,148,14,0,0,81,161,991,0,0,0,23,0,0,41,25,0,0,0,100,84,147,38,407,0,0,526,64,0,397,0,0,170,0,0,0,154,51,0,428,0,0,50,0,931,0,20,21,0,31,137,0,0,67,0,27,0,0,0,0,20,34,0,0,0,0,0,74,0,0,32,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,35,28,0,0,0,0,0,23,58,239,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408.0,581,0,6779,1099,0,2302,94861,67,0,0,519,214,1036,135,17575,206,754,215,63,0,158,947,99720,266,128,220,170,0,0,0,0,1312,0,52,411,215,370379,686,634,371,166,46411,0,678,0,0,0,0,0,341,5440,0,126,0,49,0,84,0,0,0,0,162,196,0,1750,0,0,262,0,0,127,455,146,0,0,18699,24,7747,0,794,1612,1725,980,31,0,0,0,0,0,0,0,119,1537,0,20,0,975,0,51,1267,65,796,0,53,95,0,0,0,0,0,0,0,16200,43,395,0,0,799,86,0,0,728,0,145,208,0,0,0,0,665,101,1503,1414,0,0,0,181,3169,503,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,148,222,0,0,124,62,55,29,0,0,0,10,0,0,0,1175,7025,33,0,0,203,44,0,0,0,81,0,0,0,0,104,0,0,0,0,0,0,0,234,1603,275,0,644,0,0,0,0,0,280,0,0,1061,46,0,60,0,0,0,0,0,0,125,0,0,0,0,0,0,58,0,24,0,0,40,0,351,0,517,0,0,0,16,0,117,0,0,0,22,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,12,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447.5,485,68,14332,858,799,1873,91305,146,16,245,747,0,1449,145,19647,242,911,320,101,0,0,1242,73099,326,202,201,349,0,0,0,0,2579,242,83,402,0,455580,1097,384,848,0,71522,0,710,160,61,0,526,0,350,2640,0,156,0,38,48,0,0,0,205,0,207,183,0,1705,75,0,212,0,0,82,395,493,0,0,13540,0,5376,30,344,1321,1411,2004,0,0,0,0,193,198,21,0,0,1223,365,0,0,0,0,0,1113,63,545,26,140,0,167,0,27,0,0,22,0,15482,0,312,0,0,0,103,0,0,499,0,175,291,90,560,0,0,524,0,1215,1331,21,0,48,0,4039,429,0,0,0,0,0,0,0,121,0,0,35,0,0,0,17,0,0,376,95,96,0,162,78,36,0,0,0,150,0,0,0,225,0,4272,30,0,62,195,0,0,38,3883,0,28,0,57,0,112,51,0,0,0,0,0,0,210,1596,235,0,93,0,58,0,0,0,256,0,0,858,60,0,0,27,13,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,100,541,0,511,0,0,305,0,0,41,0,0,43,23,0,0,0,0,0,0,61,0,0,72,290,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,0,0,0,18,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,37,0,0,20,0,0,0,0,0,0,0,0,0,0,28,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500.5,324,82,7450,1403,628,1475,69817,95,13,270,1724,0,1119,0,24278,367,1764,206,0,12,195,863,70684,217,0,230,0,0,0,155,70,1116,0,74,302,275,1130922,0,441,313,0,115374,0,524,29,0,0,0,98,0,3372,65,119,0,38,30,32,0,21,394,48,408,180,0,1210,121,0,199,0,0,86,0,122,0,0,11083,0,4166,47,463,1853,964,731,0,0,0,0,0,106,0,0,82,1051,148,0,0,972,42,0,1324,129,505,24,0,0,185,0,0,85,16,14,61,13612,0,575,472,124,920,89,0,0,754,0,122,122,0,363,0,0,288,82,947,1410,0,0,0,0,6240,243,0,88,68,0,37,25,0,0,0,21,0,0,60,0,30,0,0,285,148,105,0,164,79,0,0,0,0,149,0,0,0,245,0,7947,0,0,49,182,75,0,0,2759,0,0,0,0,0,0,0,0,0,0,0,0,0,347,1466,327,0,49,0,0,0,25,0,284,0,0,1880,0,0,292,0,0,0,0,0,0,201,17,0,0,0,0,0,17,20,12,0,0,41,45,160,0,345,0,0,62,27,0,0,33,19,0,25,0,0,59,0,0,109,0,0,0,49,0,0,36,0,0,0,0,0,0,38,0,16,0,0,0,0,0,24,11,0,0,0,0,26,0,0,11,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550.5,0,0,1879,384,148,453,15891,0,0,32,83,20,120,0,10506,130,491,73,0,0,18,287,28230,118,0,55,19,0,0,24,0,517,24,33,91,248,139707,0,115,122,59,25184,0,158,0,0,0,170,57,120,865,0,0,0,0,0,23,0,0,80,0,0,0,0,423,0,0,40,0,0,0,70,0,0,0,2987,0,1343,0,159,692,461,0,0,0,0,0,0,0,0,0,0,326,0,0,0,208,0,0,484,33,149,0,0,144,27,0,0,18,11,0,0,4075,0,218,176,40,0,41,0,0,100,0,92,36,11,155,0,0,61,0,294,310,0,0,0,0,1781,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,20,0,0,0,14,0,0,0,98,0,0,0,41,251,1662,0,0,0,0,17,0,0,896,20,0,0,0,0,0,0,0,0,0,0,0,0,171,79,0,0,18,0,0,0,0,0,0,0,0,357,0,0,16,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,107,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,31,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,55,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605.5,0,0,5660,1477,485,1406,50567,41,20,83,456,0,415,68,35619,595,2928,257,91,0,82,943,80250,440,133,263,0,0,0,162,65,1627,300,77,436,282,325645,63,414,186,138,143002,122,630,0,0,0,0,223,443,2488,51,37,0,0,0,0,16,0,227,26,423,62,0,2114,91,0,215,0,0,136,175,53,0,0,16600,0,2996,0,259,2156,1526,961,31,41,0,0,77,45,0,0,37,882,20,0,0,1374,29,67,1834,153,514,47,59,628,79,0,45,36,62,0,223,14051,0,548,732,0,0,154,0,0,534,0,0,145,41,336,0,15,154,124,1456,997,24,0,0,256,4676,51,0,108,40,115,62,0,0,94,0,30,19,0,0,0,142,0,0,1125,147,0,57,95,124,45,0,0,0,142,0,0,0,128,1382,7330,45,59,0,105,73,0,0,2479,0,31,0,0,0,90,17,15,0,20,0,0,0,797,95,184,0,421,0,0,0,0,0,386,0,0,1479,0,0,119,150,11,0,0,0,148,105,0,0,0,0,0,0,38,0,0,0,0,22,0,11,0,130,0,0,0,0,0,0,0,0,0,0,0,0,21,46,0,0,0,0,0,90,253,16,24,0,0,0,28,0,96,36,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,17,103,0,0,0,0,0,46,0,0,54,0,0,0,0,0,0,0,0,0,0,0,37,0,22,46,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,17,19,12,14,11,12,14,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624.3,1067,0,4202,1620,317,1468,49664,0,36,88,477,39,398,0,34574,1025,3208,0,88,0,75,1351,93622,0,150,269,44,20,0,0,0,2765,230,85,354,544,361755,84,470,181,216,155195,142,640,0,0,0,396,117,611,3145,47,0,0,0,0,117,0,38,271,0,343,35,0,3821,0,22,384,0,0,117,156,98,0,0,16293,83,4381,87,319,1917,1363,1093,0,0,0,0,0,50,0,0,0,1048,0,0,0,1028,0,55,1272,0,606,0,46,805,106,0,23,0,175,0,115,18910,0,446,0,165,0,167,0,0,809,0,0,92,81,0,0,0,242,86,2145,985,31,72,0,126,4969,59,0,101,59,123,0,0,0,0,0,52,0,0,51,0,102,0,0,1184,126,46,38,52,211,45,0,0,12,190,0,0,0,122,1499,5808,19,0,12,0,0,0,195,2643,0,0,0,0,0,0,21,0,0,0,30,0,0,944,92,138,0,223,84,0,19,24,0,185,0,0,1165,0,0,265,118,0,0,0,70,0,69,0,0,0,19,0,0,42,0,0,0,0,0,0,0,0,229,14,0,1258,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,20,71,197,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,17,20,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,22,0,37,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,21,49,0,0,0,19,0,0,0,0,14,14,12,14,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644.3,0,71,4848,1738,459,1699,62566,0,716,95,525,54,642,153,46522,627,3735,296,0,0,93,1007,137151,0,0,163,36,37,0,0,19,2039,455,0,466,0,304568,152,579,126,213,233804,121,0,0,0,0,505,177,525,4799,0,119,0,25,0,68,71,43,0,0,324,0,0,3054,0,0,202,0,0,129,0,0,0,0,28769,0,4645,84,264,3724,1800,2609,0,0,0,0,0,104,0,0,42,1258,0,0,0,1090,0,101,1358,280,690,63,48,854,152,0,0,87,165,0,137,11457,0,470,0,0,2067,232,0,0,497,0,0,138,0,280,0,0,132,0,2232,1496,79,0,0,0,5394,0,0,0,0,98,92,0,24,0,0,23,41,0,0,0,113,0,0,1385,131,0,67,65,121,58,0,0,13,188,0,0,0,112,0,5205,0,0,0,106,76,28,155,0,0,0,0,0,0,95,0,0,0,0,0,0,0,500,88,121,0,304,0,0,0,0,0,0,0,0,1620,0,0,0,207,0,0,0,0,271,109,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,205,0,0,34,90,0,17,0,42,0,43,0,0,38,0,0,0,0,0,0,0,205,0,0,0,0,24,0,0,0,13,0,19,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,51,0,0,0,0,0,37,0,0,0,20,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,14,0,13,0,0,0,19,0,29,0,0,18,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683.4,1334,0,5320,2781,146,1385,37175,35,22,98,409,44,145,62,44662,527,4099,0,0,0,0,1055,105241,192,138,182,47,20,0,109,0,1769,406,85,535,147,213522,41,1011,169,202,261665,0,811,0,0,0,268,0,327,2787,0,0,0,33,0,46,0,0,540,0,325,0,0,2461,42,0,155,0,0,165,0,0,0,0,16195,0,3666,0,421,2269,759,1498,0,0,0,0,0,0,0,0,28,1047,10,0,0,0,0,112,0,211,716,27,124,1029,95,0,16,0,78,0,0,11043,0,402,15,0,1092,0,0,0,439,0,0,91,81,359,0,0,131,60,2171,1468,57,0,24,61,5228,0,0,91,26,0,85,0,28,0,0,0,0,0,0,0,72,0,0,1176,182,36,0,0,85,37,0,0,0,0,0,0,0,140,0,6777,0,108,0,88,118,0,91,0,78,31,0,30,0,100,0,0,0,71,0,0,0,425,0,154,0,422,0,0,0,0,0,0,0,0,1752,0,0,66,69,0,0,0,0,24,151,0,0,0,0,0,0,59,0,55,0,0,22,0,0,0,84,0,0,0,64,0,0,0,0,0,20,0,0,0,0,0,0,0,0,13,78,171,0,0,0,0,0,40,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,58,16,0,10,0,0,0,0,0,0,67,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,27,0,0,0,0,0,43,30,0,0,11,0,0,0,13,44,0,17,10,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700.5,1907,0,2949,1877,177,1117,37882,43,11,0,350,0,118,0,53125,426,3736,185,0,0,66,761,118817,124,0,119,34,0,0,98,12,1174,0,77,698,302,281189,0,701,105,205,257839,116,752,0,0,0,0,0,257,2894,0,0,0,0,0,0,0,20,179,36,239,32,0,3376,51,0,122,0,10,77,71,37,0,0,12701,0,3752,0,218,1538,950,1093,0,0,0,0,0,0,0,0,0,985,0,0,0,0,0,54,218,277,538,39,113,796,0,0,13,23,86,0,0,10252,0,0,0,0,647,163,0,0,172,0,108,190,0,296,0,0,89,76,1860,842,0,0,0,0,4541,24,0,79,0,79,41,16,0,60,0,0,0,21,0,0,260,0,0,1087,93,0,0,0,138,41,0,0,0,133,0,0,0,91,1679,4427,0,0,0,73,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626,41,96,0,328,0,0,34,0,0,506,0,0,1293,0,0,80,87,17,0,0,0,0,132,0,0,0,32,0,0,49,0,0,0,0,0,0,0,0,0,11,0,0,47,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,109,0,42,0,24,0,0,0,0,0,0,24,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,35,11,0,104,0,0,0,0,0,0,0,32,0,12,0,37,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750.5,0,0,2653,2736,0,1163,37045,0,21,0,313,52,0,66,49705,1429,6253,239,0,17,30,912,159423,39,105,0,0,0,0,90,22,1147,371,105,385,120,13148,31,433,0,333,379523,132,882,0,39,0,607,0,346,2704,47,0,0,0,0,45,0,45,139,56,159,0,0,71,0,0,263,0,0,0,0,0,0,0,25391,0,5256,0,376,2618,849,1176,0,0,0,0,0,0,0,0,27,1276,0,0,0,772,0,95,0,248,559,0,54,1587,103,0,0,0,201,0,0,5265,0,319,0,0,0,252,11,0,460,0,0,179,0,0,0,0,710,0,3303,1095,48,0,0,0,4489,33,0,74,26,0,0,19,0,62,0,0,0,0,95,0,254,0,0,1549,130,47,0,61,107,27,0,0,0,144,0,0,0,137,565,2160,57,42,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,287,114,167,0,2010,65,0,40,11,0,571,0,0,1270,0,0,50,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,24,0,0,0,10,0,66,0,0,0,0,0,0,0,0,26,0,0,0,41,76,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,0,0,0,15,0,0,0,0,151,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,14,149,0,0,0,0,0,11,24,33,0,20,14,26,0,0,0,12,0,13,11,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
